"1:6,0.69","6:4,0.51","9:5,0.55","21:6,0.52","23:5,0.58","25:2,0.58","36:2,0.58","39:4,0.6","42:7,0.62","50:7,0.33","56:3,0.38","57:4,0.51","67:8,0.39","71:3,0.77","79:8,0.5","88:3,0.49","90:1,0.3","94:5,0.43","97:3,0.65","104:3,0.59","108:2,0.38","120:7,0.68","128:7,0.56"
"1:8,0.53","6:1,0.62","9:6,0.87","21:6,0.75","23:9,0.41","25:1,0.68","36:4,0.44","39:6,0.49","42:2,0.53","44:5,0.4","56:1,0.48","57:5,0.57","67:9,0.66","71:6,0.56","79:3,0.51","88:8,0.52","90:4,0.4","94:7,0.31","97:4,0.74","104:3,0.43","113:1,0.65","120:3,0.37","128:1,0.53"
"1:5,0.76","6:1,0.66","9:1,0.7","21:1,0.33","23:2,0.55","25:7,0.37","36:5,0.58","39:3,0.42","42:1,0.48","44:2,0.7","56:5,0.67","57:3,0.55","67:2,0.61","71:2,0.47","79:2,0.6","88:4,0.77","90:9,0.88","94:6,0.72","97:5,0.4","104:9,0.6","108:4,0.71","120:8,0.5","128:1,0.31"
"1:2,0.84","6:8,0.39","9:2,0.77","21:2,0.73","23:2,0.84","26:4,0.57","36:5,0.46","39:1,0.36","42:3,0.82","53:5,0.52","56:6,0.56","57:2,0.36","67:1,0.31","71:3,0.7","79:3,0.5","88:8,0.87","90:5,0.83","94:2,0.52","97:6,0.41","104:7,0.54","113:8,0.46","120:7,0.71","128:8,0.78"
"1:3,0.37","6:1,0.89","9:3,0.36","21:8,0.78","23:8,0.41","26:7,0.77","36:1,0.82","39:3,0.59","42:8,0.37","53:7,0.56","56:2,0.46","57:6,0.31","67:9,0.76","71:4,0.89","79:6,0.61","88:2,0.56","90:4,0.59","94:7,0.39","97:9,0.84","104:1,0.31","108:3,0.6","120:8,0.81","128:3,0.34"
"1:8,0.49","6:6,0.88","9:1,0.6","21:9,0.69","23:7,0.79","26:2,0.58","36:8,0.35","39:8,0.57","42:2,0.89","50:1,0.36","56:7,0.32","57:9,0.3","67:2,0.78","71:5,0.83","79:9,0.42","88:8,0.87","90:6,0.8","94:4,0.81","97:6,0.64","104:8,0.73","113:6,0.73","120:2,0.36","128:4,0.3"
"1:6,0.8","6:5,0.63","9:6,0.72","21:1,0.84","23:8,0.38","26:7,0.36","36:4,0.41","39:7,0.43","42:4,0.73","50:2,0.75","56:1,0.86","57:2,0.76","67:8,0.57","71:9,0.38","79:8,0.3","88:1,0.63","90:7,0.8","94:8,0.85","97:3,0.72","104:3,0.74","108:3,0.36","120:6,0.6","128:7,0.55"
"1:4,0.46","6:6,0.88","9:8,0.78","21:3,0.55","23:9,0.48","26:9,0.82","36:9,0.68","39:4,0.43","42:5,0.71","44:3,0.89","56:3,0.6","57:6,0.73","67:6,0.64","71:7,0.7","79:9,0.47","88:7,0.78","90:9,0.36","94:7,0.39","97:1,0.42","104:3,0.89","113:5,0.39","120:1,0.71","128:5,0.42"
"1:9,0.32","6:8,0.36","9:9,0.82","21:9,0.53","23:9,0.77","26:5,0.72","36:1,0.86","39:7,0.55","42:6,0.88","44:1,0.31","56:5,0.42","57:8,0.8","67:6,0.75","71:9,0.74","79:4,0.77","88:4,0.48","90:3,0.89","94:2,0.41","97:3,0.74","104:2,0.53","108:7,0.47","120:5,0.38","128:5,0.3"
"1:8,0.73","6:3,0.32","9:6,0.66","22:5,0.59","23:9,0.51","25:6,0.62","36:3,0.61","39:9,0.4","42:9,0.62","53:2,0.51","56:4,0.7","57:6,0.52","67:4,0.87","71:9,0.58","79:9,0.79","88:1,0.37","90:6,0.57","94:4,0.88","97:6,0.53","104:2,0.53","113:9,0.73","120:1,0.85","128:6,0.61"
"1:9,0.57","6:1,0.48","9:4,0.49","22:2,0.87","23:3,0.88","25:9,0.62","36:2,0.43","39:4,0.82","42:7,0.8","53:4,0.62","56:7,0.69","57:2,0.75","67:3,0.31","71:6,0.32","79:2,0.33","88:5,0.63","90:4,0.85","94:7,0.53","97:7,0.56","104:1,0.53","108:2,0.62","120:2,0.75","128:1,0.72"
"1:2,0.51","6:9,0.36","9:5,0.66","22:5,0.76","23:8,0.53","25:1,0.58","36:9,0.43","39:7,0.78","42:9,0.48","50:3,0.48","56:6,0.87","57:1,0.63","67:9,0.38","71:1,0.3","79:7,0.62","88:2,0.48","90:6,0.43","94:9,0.39","97:3,0.43","104:5,0.42","113:3,0.7","120:1,0.81","128:9,0.58"
"1:9,0.34","6:2,0.45","9:4,0.74","22:8,0.87","23:6,0.38","25:4,0.36","36:2,0.84","39:6,0.59","42:6,0.67","50:5,0.72","56:3,0.64","57:6,0.78","67:7,0.4","71:6,0.45","79:4,0.73","88:7,0.47","90:6,0.38","94:6,0.83","97:8,0.57","104:5,0.59","108:2,0.41","120:2,0.81","128:3,0.83"
"1:4,0.46","6:2,0.74","9:1,0.81","22:1,0.79","23:7,0.76","25:4,0.84","36:9,0.46","39:9,0.58","42:3,0.52","44:4,0.83","56:5,0.38","57:9,0.61","67:7,0.52","71:1,0.7","79:3,0.75","88:3,0.57","90:3,0.64","94:3,0.74","97:8,0.86","104:1,0.43","113:8,0.44","120:5,0.52","128:1,0.7"
"1:9,0.84","6:6,0.53","9:8,0.83","22:1,0.89","23:6,0.36","25:9,0.68","36:5,0.8","39:5,0.65","42:3,0.53","44:7,0.52","56:2,0.61","57:7,0.88","67:4,0.61","71:6,0.79","79:6,0.59","88:8,0.83","90:1,0.6","94:3,0.56","97:4,0.35","104:5,0.43","108:3,0.39","120:2,0.7","128:7,0.79"
"1:2,0.59","6:8,0.59","9:3,0.69","22:7,0.31","23:1,0.38","26:3,0.38","36:9,0.32","39:3,0.33","42:5,0.85","53:9,0.87","56:1,0.83","57:5,0.87","67:4,0.57","71:8,0.82","79:3,0.43","88:7,0.66","90:3,0.67","94:9,0.46","97:6,0.85","104:2,0.44","113:7,0.38","120:1,0.42","128:9,0.71"
"1:3,0.66","6:3,0.59","9:1,0.83","22:9,0.6","23:2,0.36","26:3,0.84","36:9,0.8","39:7,0.61","42:6,0.82","53:9,0.56","56:8,0.77","57:7,0.51","67:2,0.56","71:5,0.59","79:4,0.85","88:2,0.47","90:9,0.55","94:4,0.3","97:1,0.65","104:2,0.61","108:7,0.69","120:6,0.55","128:2,0.39"
"1:5,0.46","6:9,0.55","9:6,0.67","22:7,0.75","23:7,0.63","26:9,0.59","36:6,0.64","39:8,0.45","42:5,0.65","50:7,0.74","56:2,0.75","57:8,0.77","67:3,0.36","71:9,0.54","79:6,0.78","88:1,0.4","90:1,0.78","94:3,0.58","97:7,0.35","104:5,0.43","113:2,0.67","120:7,0.86","128:7,0.67"
"1:9,0.47","6:1,0.87","9:3,0.68","22:8,0.31","23:9,0.47","26:1,0.77","36:9,0.61","39:4,0.67","42:1,0.52","50:1,0.89","56:2,0.9","57:7,0.51","67:7,0.54","71:4,0.61","79:2,0.85","88:9,0.47","90:9,0.85","94:6,0.51","97:5,0.44","104:4,0.57","108:7,0.64","120:5,0.41","128:9,0.36"
"1:2,0.6","6:6,0.87","9:9,0.87","22:9,0.79","23:5,0.72","26:7,0.64","36:4,0.75","39:8,0.71","42:1,0.59","44:5,0.34","56:4,0.71","57:4,0.78","67:7,0.87","71:9,0.62","79:5,0.45","88:2,0.54","90:6,0.35","94:3,0.59","97:6,0.43","104:5,0.41","113:4,0.6","120:4,0.44","128:4,0.82"
"1:4,0.44","6:4,0.8","9:6,0.39","22:2,0.37","23:2,0.71","26:8,0.67","36:9,0.87","39:8,0.52","42:6,0.6","44:5,0.59","56:9,0.47","57:4,0.75","67:3,0.33","71:7,0.59","79:9,0.32","88:6,0.54","90:3,0.57","94:2,0.72","97:8,0.49","104:1,0.31","108:4,0.53","120:2,0.5","128:5,0.41"
"1:5,0.44","3:8,0.88","12:6,0.52","21:8,0.55","23:7,0.72","25:6,0.52","36:7,0.47","38:3,0.64","41:4,0.79","53:5,0.78","55:9,0.56","58:7,0.42","67:3,0.58","71:1,0.41","79:8,0.38","88:9,0.62","90:6,0.77","94:5,0.45","97:1,0.54","104:3,0.34","107:5,0.59","119:2,0.57","124:6,0.46"
"1:6,0.64","3:5,0.51","12:7,0.37","21:4,0.65","23:9,0.4","25:5,0.51","36:9,0.59","38:8,0.83","41:7,0.67","53:8,0.68","55:3,0.82","58:6,0.55","67:7,0.81","71:2,0.35","79:6,0.44","88:6,0.69","90:5,0.66","94:7,0.46","97:8,0.77","104:6,0.75","107:9,0.88","119:7,0.4","122:1,0.38"
"1:4,0.7","3:2,0.43","12:7,0.36","21:2,0.86","23:8,0.63","25:1,0.76","36:9,0.76","38:2,0.36","41:3,0.35","53:7,0.49","55:4,0.74","58:8,0.68","67:3,0.62","71:3,0.32","79:6,0.82","88:6,0.82","90:8,0.88","94:9,0.86","97:9,0.57","104:9,0.41","107:8,0.68","118:7,0.61","124:9,0.49"
"1:6,0.59","3:4,0.78","12:8,0.48","21:7,0.46","23:5,0.31","25:9,0.79","36:3,0.51","38:8,0.62","41:8,0.87","53:8,0.48","55:7,0.78","58:4,0.78","67:9,0.52","71:7,0.83","79:7,0.54","88:3,0.73","90:7,0.8","94:4,0.46","97:7,0.68","104:9,0.76","107:5,0.47","118:9,0.79","122:7,0.41"
"1:2,0.41","3:5,0.37","12:8,0.67","21:5,0.72","23:8,0.41","25:1,0.39","36:9,0.31","38:2,0.47","41:3,0.73","53:1,0.44","55:3,0.31","58:4,0.51","67:5,0.77","71:8,0.9","79:8,0.72","88:1,0.5","90:3,0.33","94:7,0.34","97:8,0.41","104:5,0.79","108:1,0.37","119:4,0.53","124:8,0.45"
"1:1,0.42","3:2,0.61","12:4,0.58","21:5,0.86","23:3,0.68","25:1,0.75","36:9,0.61","38:5,0.59","41:5,0.42","53:1,0.82","55:4,0.88","58:4,0.68","67:6,0.31","71:5,0.65","79:7,0.77","88:1,0.88","90:8,0.71","94:3,0.52","97:2,0.45","104:8,0.35","108:6,0.86","119:1,0.34","122:3,0.72"
"1:2,0.38","3:4,0.49","12:9,0.77","21:6,0.78","23:8,0.74","25:1,0.71","36:6,0.73","38:5,0.84","41:8,0.72","53:9,0.48","55:8,0.41","58:3,0.63","67:6,0.74","71:5,0.82","79:9,0.4","88:9,0.39","90:5,0.79","94:9,0.52","97:1,0.77","104:9,0.53","108:3,0.83","118:6,0.77","124:4,0.49"
"1:2,0.69","3:9,0.79","12:4,0.61","21:8,0.76","23:3,0.67","25:6,0.55","36:6,0.37","38:9,0.7","41:1,0.8","53:3,0.41","55:1,0.42","58:8,0.41","67:1,0.64","71:7,0.69","79:9,0.67","88:5,0.33","90:4,0.66","94:2,0.31","97:4,0.69","104:2,0.58","108:1,0.52","118:7,0.79","122:1,0.79"
"1:5,0.62","3:2,0.8","12:2,0.87","21:9,0.36","23:4,0.62","25:4,0.42","36:4,0.64","38:3,0.64","41:9,0.55","47:2,0.76","55:6,0.7","58:7,0.83","67:3,0.78","71:9,0.54","79:6,0.69","88:9,0.9","90:8,0.86","94:6,0.63","97:6,0.81","104:7,0.76","107:7,0.8","119:6,0.67","124:9,0.43"
"1:9,0.86","3:5,0.52","12:8,0.57","21:7,0.3","23:1,0.89","25:1,0.61","36:5,0.3","38:4,0.43","41:6,0.31","47:5,0.85","55:9,0.63","58:3,0.36","67:8,0.51","71:3,0.46","79:4,0.44","88:5,0.36","90:7,0.64","94:4,0.74","97:6,0.78","104:3,0.59","107:2,0.66","119:5,0.32","122:7,0.35"
"1:1,0.85","3:6,0.51","12:7,0.55","21:2,0.82","23:4,0.75","25:1,0.68","36:7,0.33","38:9,0.32","41:9,0.64","47:6,0.6","55:4,0.39","58:7,0.88","67:9,0.35","71:7,0.47","79:7,0.39","88:6,0.35","90:1,0.63","94:5,0.35","97:9,0.56","104:3,0.76","107:8,0.64","118:8,0.54","124:4,0.64"
"1:9,0.45","3:2,0.46","12:7,0.49","21:2,0.37","23:7,0.55","25:6,0.41","36:6,0.66","38:1,0.76","41:3,0.89","47:8,0.67","55:8,0.33","58:4,0.42","67:6,0.39","71:2,0.37","79:1,0.45","88:3,0.82","90:5,0.31","94:2,0.48","97:8,0.31","104:4,0.74","107:4,0.42","118:9,0.75","122:9,0.59"
"1:3,0.72","3:1,0.53","12:9,0.33","21:3,0.34","23:4,0.77","25:5,0.33","36:1,0.34","38:5,0.7","41:6,0.82","47:1,0.48","55:7,0.44","58:7,0.61","67:2,0.84","71:8,0.82","79:9,0.35","88:4,0.6","90:8,0.64","94:1,0.32","97:9,0.48","104:8,0.54","108:3,0.31","119:6,0.51","124:5,0.44"
"1:9,0.47","3:1,0.68","12:7,0.83","21:1,0.87","23:5,0.44","25:6,0.84","36:3,0.35","38:7,0.61","41:4,0.55","47:3,0.56","55:5,0.85","58:6,0.57","67:3,0.42","71:3,0.65","79:4,0.82","88:5,0.71","90:9,0.85","94:7,0.9","97:3,0.69","104:3,0.49","108:9,0.62","119:2,0.41","122:3,0.74"
"1:6,0.83","3:7,0.88","12:5,0.57","21:5,0.39","23:4,0.36","25:3,0.32","36:5,0.66","38:4,0.66","41:4,0.71","47:6,0.35","55:8,0.38","58:8,0.73","67:6,0.41","71:7,0.59","79:3,0.4","88:4,0.32","90:1,0.86","94:7,0.43","97:4,0.75","104:2,0.41","108:8,0.82","118:8,0.71","124:8,0.83"
"1:7,0.54","3:1,0.66","12:7,0.73","21:7,0.67","23:9,0.62","25:1,0.61","36:8,0.57","38:1,0.83","41:4,0.61","47:7,0.89","55:1,0.63","58:9,0.76","67:1,0.41","71:8,0.54","79:5,0.76","88:5,0.58","90:7,0.48","94:1,0.71","97:3,0.58","104:8,0.35","108:9,0.37","118:9,0.38","122:7,0.49"
"1:1,0.41","3:4,0.83","12:2,0.45","21:3,0.73","23:2,0.35","25:8,0.68","36:2,0.61","38:7,0.74","41:9,0.67","43:3,0.53","55:7,0.33","58:3,0.85","67:3,0.4","71:3,0.41","79:1,0.55","88:5,0.74","90:8,0.47","94:3,0.37","97:3,0.88","104:1,0.67","107:5,0.31","119:8,0.81","124:9,0.78"
"1:8,0.44","3:8,0.57","12:8,0.35","21:1,0.45","23:9,0.47","25:9,0.79","36:4,0.33","38:3,0.33","41:6,0.32","43:1,0.7","55:5,0.5","58:2,0.33","67:7,0.9","71:3,0.7","79:9,0.41","88:8,0.75","90:6,0.86","94:2,0.76","97:6,0.52","104:7,0.79","107:7,0.81","119:2,0.48","122:3,0.37"
"1:5,0.5","3:7,0.61","12:4,0.67","21:2,0.64","23:9,0.89","25:8,0.73","36:5,0.56","38:6,0.46","41:6,0.86","43:8,0.61","55:8,0.6","58:3,0.83","67:4,0.73","71:4,0.3","79:1,0.58","88:2,0.74","90:4,0.78","94:7,0.55","97:6,0.51","104:4,0.31","107:4,0.71","118:5,0.77","124:5,0.48"
"1:9,0.49","3:1,0.37","12:6,0.5","21:1,0.8","23:4,0.5","25:6,0.85","36:8,0.85","38:1,0.69","41:8,0.39","43:8,0.84","55:9,0.84","58:8,0.77","67:7,0.86","71:1,0.8","79:5,0.64","88:6,0.63","90:1,0.42","94:6,0.78","97:6,0.34","104:3,0.47","107:1,0.5","118:7,0.68","122:3,0.64"
"1:7,0.41","3:2,0.82","12:5,0.72","21:6,0.73","23:5,0.55","25:8,0.83","36:6,0.57","38:5,0.43","41:5,0.41","43:6,0.77","55:4,0.85","58:8,0.6","67:8,0.84","71:3,0.41","79:8,0.74","88:9,0.49","90:6,0.39","94:2,0.79","97:9,0.71","104:3,0.42","108:1,0.58","119:9,0.37","124:5,0.86"
"1:2,0.5","3:1,0.36","12:5,0.31","21:5,0.68","23:4,0.49","25:4,0.47","36:9,0.49","38:8,0.7","41:5,0.39","43:5,0.37","55:9,0.61","58:4,0.63","67:9,0.49","71:3,0.87","79:5,0.64","88:3,0.34","90:6,0.62","94:1,0.38","97:8,0.84","104:1,0.36","108:1,0.35","119:7,0.41","122:8,0.67"
"1:5,0.5","3:4,0.73","12:9,0.35","21:8,0.64","23:2,0.79","25:8,0.36","36:5,0.71","38:8,0.58","41:4,0.39","43:5,0.85","55:7,0.41","58:6,0.77","67:6,0.57","71:1,0.34","79:2,0.51","88:8,0.81","90:5,0.76","94:3,0.6","97:7,0.79","104:2,0.5","108:2,0.78","118:9,0.58","124:7,0.44"
"1:4,0.63","3:8,0.53","12:6,0.42","21:7,0.77","23:7,0.64","25:6,0.63","36:4,0.4","38:2,0.74","41:8,0.37","43:8,0.5","55:2,0.79","58:3,0.48","67:7,0.34","71:2,0.71","79:7,0.5","88:1,0.35","90:3,0.83","94:1,0.75","97:3,0.57","104:5,0.53","108:8,0.42","118:6,0.48","122:5,0.85"
"1:7,0.73","3:6,0.89","12:1,0.67","21:9,0.54","23:3,0.81","25:1,0.52","36:9,0.88","38:1,0.72","41:6,0.37","44:5,0.82","55:4,0.56","58:7,0.68","67:7,0.54","71:7,0.63","79:3,0.58","88:4,0.63","90:6,0.8","94:3,0.47","97:3,0.38","104:2,0.69","107:3,0.73","119:8,0.69","124:3,0.35"
"1:7,0.82","3:7,0.67","12:8,0.61","21:9,0.79","23:7,0.51","25:3,0.55","36:1,0.65","38:4,0.73","41:5,0.55","44:9,0.65","55:1,0.89","58:8,0.72","67:2,0.65","71:2,0.39","79:9,0.89","88:5,0.58","90:2,0.61","94:2,0.45","97:2,0.71","104:9,0.78","107:5,0.67","119:6,0.62","122:1,0.58"
"1:9,0.84","3:6,0.55","12:5,0.47","21:1,0.72","23:5,0.74","25:5,0.34","36:8,0.65","38:1,0.69","41:5,0.79","44:1,0.47","55:2,0.38","58:2,0.81","67:5,0.45","71:5,0.47","79:5,0.31","88:2,0.66","90:3,0.7","94:6,0.78","97:5,0.77","104:4,0.59","107:9,0.82","118:6,0.89","124:3,0.66"
"1:3,0.8","3:7,0.76","12:4,0.7","21:3,0.43","23:6,0.33","25:5,0.75","36:2,0.33","38:8,0.54","41:5,0.59","44:9,0.44","55:7,0.58","58:3,0.62","67:7,0.31","71:8,0.53","79:6,0.88","88:1,0.36","90:9,0.68","94:7,0.67","97:5,0.5","104:5,0.78","107:5,0.69","118:7,0.58","122:4,0.74"
"1:4,0.61","3:3,0.49","12:1,0.7","21:2,0.31","23:2,0.62","25:8,0.51","36:5,0.45","38:1,0.31","41:2,0.33","44:4,0.87","55:2,0.72","58:2,0.35","67:3,0.53","71:3,0.84","79:3,0.45","88:8,0.7","90:2,0.68","94:5,0.76","97:6,0.45","104:2,0.47","108:1,0.53","119:6,0.9","124:5,0.87"
"1:5,0.41","3:2,0.6","12:4,0.67","21:3,0.69","23:2,0.39","25:7,0.43","36:2,0.85","38:5,0.36","41:2,0.34","44:5,0.77","55:1,0.84","58:3,0.69","67:1,0.86","71:7,0.46","79:6,0.84","88:1,0.61","90:8,0.59","94:7,0.81","97:2,0.62","104:1,0.53","108:8,0.37","119:9,0.86","122:6,0.5"
"1:5,0.54","3:2,0.52","12:6,0.35","21:8,0.76","23:5,0.69","25:3,0.63","36:7,0.7","38:5,0.72","41:2,0.68","44:6,0.59","55:8,0.74","58:3,0.32","67:1,0.73","71:4,0.59","79:2,0.78","88:5,0.6","90:8,0.88","94:1,0.32","97:1,0.5","104:1,0.54","108:4,0.78","118:9,0.58","124:9,0.39"
"1:4,0.85","3:1,0.74","12:8,0.69","21:8,0.84","23:1,0.45","25:3,0.31","36:1,0.84","38:2,0.57","41:3,0.8","44:2,0.79","55:2,0.37","58:4,0.34","67:4,0.56","71:7,0.49","79:9,0.38","88:4,0.76","90:3,0.5","94:2,0.46","97:7,0.4","104:6,0.63","108:8,0.45","118:1,0.38","122:7,0.77"
"1:1,0.83","3:2,0.3","12:3,0.86","21:5,0.55","23:8,0.72","26:4,0.39","36:5,0.61","38:7,0.44","41:3,0.67","53:1,0.66","55:8,0.67","58:2,0.68","67:5,0.51","71:1,0.63","79:4,0.37","88:9,0.89","90:6,0.82","94:9,0.6","97:8,0.76","104:4,0.47","107:4,0.37","119:3,0.71","124:8,0.6"
"1:3,0.7","3:1,0.33","12:6,0.47","21:7,0.45","23:8,0.33","26:1,0.85","36:3,0.39","38:1,0.59","41:2,0.34","53:4,0.73","55:6,0.55","58:6,0.44","67:2,0.5","71:2,0.44","79:7,0.82","88:7,0.83","90:2,0.58","94:8,0.33","97:7,0.39","104:8,0.41","107:6,0.38","119:4,0.68","122:5,0.42"
"1:3,0.32","3:1,0.47","12:2,0.81","21:8,0.55","23:6,0.43","26:5,0.66","36:3,0.65","38:9,0.81","41:2,0.55","53:9,0.59","55:4,0.65","58:8,0.47","67:7,0.74","71:4,0.45","79:7,0.65","88:3,0.85","90:1,0.55","94:1,0.32","97:8,0.74","104:9,0.32","107:9,0.54","118:2,0.57","124:4,0.35"
"1:1,0.72","3:7,0.87","12:3,0.52","21:4,0.69","23:2,0.31","26:5,0.4","36:8,0.81","38:1,0.89","41:8,0.76","53:7,0.41","55:6,0.68","58:1,0.82","67:2,0.53","71:6,0.62","79:5,0.56","88:5,0.72","90:9,0.65","94:4,0.77","97:2,0.67","104:6,0.74","107:1,0.61","118:6,0.83","122:2,0.53"
"1:8,0.67","3:6,0.52","12:9,0.72","21:9,0.73","23:4,0.38","26:6,0.44","36:2,0.69","38:4,0.75","41:4,0.49","53:5,0.6","55:7,0.47","58:2,0.52","67:8,0.59","71:9,0.8","79:8,0.73","88:9,0.84","90:8,0.67","94:2,0.41","97:8,0.35","104:7,0.84","108:5,0.87","119:2,0.37","124:5,0.37"
"1:3,0.6","3:4,0.61","12:1,0.48","21:9,0.86","23:8,0.51","26:8,0.74","36:1,0.47","38:2,0.31","41:4,0.8","53:9,0.69","55:7,0.65","58:6,0.59","67:9,0.81","71:8,0.57","79:3,0.84","88:5,0.4","90:5,0.44","94:6,0.88","97:1,0.39","104:5,0.57","108:3,0.67","119:3,0.73","122:5,0.41"
"1:3,0.8","3:3,0.4","12:2,0.32","21:6,0.64","23:8,0.46","26:3,0.42","36:1,0.7","38:6,0.39","41:8,0.62","53:3,0.62","55:2,0.85","58:7,0.86","67:3,0.87","71:6,0.39","79:9,0.89","88:6,0.69","90:5,0.58","94:5,0.88","97:3,0.78","104:8,0.5","108:2,0.74","118:1,0.38","124:9,0.37"
"1:1,0.54","3:4,0.57","12:2,0.5","21:4,0.65","23:4,0.77","26:5,0.42","36:2,0.62","38:8,0.71","41:2,0.89","53:7,0.42","55:6,0.66","58:9,0.87","67:6,0.54","71:7,0.52","79:6,0.31","88:6,0.51","90:8,0.82","94:2,0.43","97:8,0.74","104:7,0.78","108:5,0.4","118:7,0.74","122:7,0.38"
"1:2,0.39","3:5,0.58","12:9,0.89","21:2,0.86","23:7,0.35","26:7,0.68","36:5,0.55","38:9,0.58","41:3,0.42","47:7,0.47","55:8,0.33","58:5,0.8","67:5,0.6","71:8,0.43","79:1,0.39","88:5,0.87","90:8,0.37","94:5,0.55","97:8,0.84","104:4,0.32","107:5,0.6","119:2,0.66","124:6,0.65"
"1:7,0.82","3:8,0.88","12:2,0.52","21:1,0.81","23:3,0.65","26:3,0.49","36:3,0.51","38:1,0.46","41:7,0.68","47:6,0.33","55:5,0.62","58:2,0.61","67:3,0.76","71:3,0.63","79:6,0.8","88:5,0.46","90:6,0.36","94:6,0.79","97:1,0.38","104:5,0.52","107:8,0.55","119:3,0.36","122:3,0.6"
"1:4,0.78","3:9,0.67","12:9,0.81","21:9,0.72","23:2,0.55","26:2,0.37","36:3,0.85","38:8,0.51","41:6,0.38","47:8,0.83","55:9,0.76","58:6,0.4","67:5,0.32","71:2,0.43","79:3,0.71","88:5,0.38","90:3,0.89","94:7,0.71","97:2,0.35","104:8,0.75","107:1,0.42","118:1,0.78","124:9,0.66"
"1:8,0.37","3:5,0.33","12:5,0.7","21:2,0.77","23:4,0.65","26:4,0.41","36:6,0.32","38:3,0.81","41:5,0.87","47:6,0.51","55:9,0.77","58:4,0.6","67:2,0.36","71:1,0.62","79:4,0.88","88:3,0.84","90:9,0.3","94:2,0.85","97:9,0.81","104:8,0.52","107:3,0.56","118:2,0.41","122:6,0.89"
"1:7,0.43","3:4,0.54","12:6,0.37","21:2,0.61","23:8,0.76","26:5,0.63","36:1,0.35","38:8,0.37","41:5,0.57","47:5,0.71","55:8,0.44","58:7,0.47","67:7,0.41","71:2,0.84","79:8,0.86","88:6,0.41","90:8,0.7","94:7,0.56","97:2,0.37","104:7,0.54","108:2,0.74","119:3,0.34","124:4,0.5"
"1:7,0.37","3:7,0.74","12:5,0.76","21:5,0.75","23:7,0.51","26:7,0.89","36:9,0.47","38:8,0.36","41:5,0.59","47:4,0.68","55:3,0.32","58:1,0.8","67:8,0.71","71:3,0.53","79:6,0.39","88:2,0.76","90:9,0.76","94:8,0.42","97:8,0.59","104:5,0.63","108:9,0.63","119:1,0.89","122:2,0.53"
"1:6,0.81","3:8,0.58","12:1,0.41","21:5,0.83","23:3,0.59","26:3,0.49","36:7,0.59","38:2,0.64","41:8,0.7","47:9,0.64","55:8,0.64","58:3,0.6","67:7,0.46","71:7,0.67","79:6,0.76","88:5,0.49","90:1,0.65","94:3,0.8","97:6,0.79","104:1,0.76","108:6,0.53","118:7,0.51","124:6,0.55"
"1:1,0.7","3:4,0.44","12:5,0.66","21:2,0.82","23:2,0.5","26:1,0.62","36:1,0.58","38:7,0.64","41:7,0.46","47:8,0.65","55:6,0.53","58:7,0.49","67:2,0.78","71:2,0.71","79:4,0.5","88:9,0.79","90:6,0.4","94:5,0.52","97:7,0.42","104:2,0.8","108:9,0.43","118:5,0.33","122:7,0.78"
"1:2,0.73","3:2,0.66","12:5,0.34","21:9,0.59","23:4,0.51","26:2,0.69","36:5,0.6","38:5,0.56","41:9,0.49","43:7,0.54","55:9,0.57","58:9,0.41","67:1,0.68","71:9,0.82","79:8,0.43","88:8,0.46","90:9,0.79","94:7,0.86","97:1,0.61","104:6,0.58","107:4,0.39","119:5,0.81","124:7,0.49"
"1:2,0.68","3:7,0.46","12:5,0.69","21:5,0.71","23:4,0.54","26:2,0.39","36:1,0.45","38:5,0.58","41:9,0.89","43:7,0.69","55:1,0.42","58:5,0.38","67:5,0.77","71:5,0.7","79:3,0.69","88:1,0.88","90:8,0.77","94:1,0.82","97:2,0.49","104:5,0.82","107:7,0.84","119:2,0.54","122:3,0.44"
"1:9,0.86","3:9,0.7","12:9,0.45","21:2,0.44","23:2,0.76","26:6,0.5","36:7,0.78","38:4,0.86","41:4,0.39","43:3,0.43","55:5,0.56","58:5,0.82","67:1,0.59","71:6,0.72","79:2,0.49","88:7,0.58","90:4,0.88","94:3,0.52","97:6,0.79","104:1,0.69","107:1,0.8","118:1,0.71","124:4,0.45"
"1:7,0.49","3:6,0.84","12:2,0.62","21:4,0.81","23:7,0.3","26:7,0.86","36:5,0.48","38:4,0.48","41:3,0.85","43:6,0.83","55:7,0.77","58:5,0.82","67:8,0.58","71:7,0.86","79:6,0.73","88:2,0.79","90:5,0.6","94:6,0.55","97:9,0.74","104:8,0.72","107:1,0.68","118:3,0.68","122:3,0.3"
"1:4,0.68","3:6,0.65","12:2,0.39","21:9,0.73","23:3,0.81","26:7,0.78","36:6,0.57","38:3,0.46","41:6,0.78","43:4,0.35","55:6,0.41","58:7,0.87","67:4,0.31","71:1,0.85","79:4,0.84","88:8,0.42","90:3,0.33","94:7,0.66","97:3,0.35","104:6,0.4","108:2,0.31","119:9,0.56","124:8,0.8"
"1:8,0.37","3:4,0.41","12:5,0.47","21:8,0.53","23:7,0.81","26:4,0.9","36:5,0.74","38:4,0.55","41:7,0.78","43:1,0.47","55:5,0.44","58:8,0.84","67:6,0.65","71:8,0.35","79:8,0.38","88:6,0.88","90:7,0.71","94:7,0.73","97:5,0.34","104:9,0.34","108:6,0.86","119:8,0.84","122:1,0.3"
