"1:2,0.59","4:6,0.89","5:6,0.82","7:5,0.69","9:5,0.41","11:9,0.76","13:1,0.78","15:7,0.7","17:3,0.73","19:8,0.9","21:5,0.84","24:7,0.53","25:1,0.65","27:4,0.51","29:4,0.71","31:8,0.84","34:6,0.6","36:3,0.8","38:9,0.41","40:2,0.58","42:5,0.74","44:9,0.76","46:3,0.87","48:6,0.69","51:4,0.51","52:5,0.55","54:6,0.52","56:5,0.58","58:2,0.58","60:2,0.58","62:4,0.6","64:7,0.62","66:7,0.33","68:3,0.38","70:4,0.51","73:8,0.39","74:3,0.77"
"1:8,0.5","4:3,0.49","5:1,0.3","7:5,0.43","9:3,0.65","11:3,0.59","13:2,0.38","15:7,0.68","17:7,0.56","19:8,0.53","21:1,0.62","24:6,0.87","25:6,0.75","27:9,0.41","29:1,0.68","31:4,0.44","34:6,0.49","36:2,0.53","38:5,0.4","40:1,0.48","43:5,0.57","44:9,0.66","46:6,0.56","48:3,0.51","51:8,0.52","52:4,0.4","54:7,0.31","56:4,0.74","58:3,0.43","60:1,0.65","62:3,0.37","64:1,0.53","66:5,0.76","68:1,0.66","70:1,0.7","73:1,0.33","74:2,0.55"
"1:7,0.37","4:5,0.58","5:3,0.42","7:1,0.48","9:2,0.7","11:5,0.67","13:3,0.55","15:2,0.61","17:2,0.47","19:2,0.6","21:4,0.77","24:9,0.88","25:6,0.72","27:5,0.4","29:9,0.6","31:4,0.71","34:8,0.5","36:1,0.31","38:2,0.84","40:8,0.39","42:2,0.77","44:2,0.73","46:2,0.84","48:4,0.57","51:5,0.46","52:1,0.36","54:3,0.82","56:5,0.52","58:6,0.56","60:2,0.36","62:1,0.31","65:3,0.7","66:3,0.5","68:8,0.87","70:5,0.83","73:2,0.52","74:6,0.41"
"1:7,0.54","4:8,0.46","5:7,0.71","7:8,0.78","9:3,0.37","11:1,0.89","13:3,0.36","15:8,0.78","17:8,0.41","19:7,0.77","21:1,0.82","24:3,0.59","25:8,0.37","27:7,0.56","29:2,0.46","33:6,0.31","34:9,0.76","36:4,0.89","38:6,0.61","40:2,0.56","42:4,0.59","44:7,0.39","46:9,0.84","48:1,0.31","50:3,0.6","52:8,0.81","54:3,0.34","56:8,0.49","58:6,0.88","60:1,0.6","62:9,0.69","64:7,0.79","66:2,0.58","68:8,0.35","70:8,0.57","72:2,0.89","74:1,0.36"
"1:7,0.32","4:9,0.3","5:2,0.78","7:5,0.83","9:9,0.42","11:8,0.87","13:6,0.8","15:4,0.81","17:6,0.64","19:8,0.73","21:6,0.73","24:2,0.36","25:4,0.3","27:6,0.8","29:5,0.63","32:6,0.72","34:1,0.84","36:8,0.38","38:7,0.36","40:4,0.41","42:7,0.43","44:4,0.73","46:2,0.75","48:1,0.86","50:2,0.76","52:8,0.57","54:9,0.38","56:8,0.3","58:1,0.63","60:7,0.8","62:8,0.85","65:3,0.72","66:3,0.74","68:3,0.36","70:6,0.6","72:7,0.55","74:4,0.46"
"1:6,0.88","4:8,0.78","5:3,0.55","7:9,0.48","9:9,0.82","11:9,0.68","13:4,0.43","16:5,0.71","17:3,0.89","19:3,0.6","21:6,0.73","24:6,0.64","25:7,0.7","27:9,0.47","29:7,0.78","33:9,0.36","34:7,0.39","36:1,0.42","38:3,0.89","40:5,0.39","42:1,0.71","44:5,0.42","46:9,0.32","48:8,0.36","50:9,0.82","52:9,0.53","54:9,0.77","56:5,0.72","58:1,0.86","60:7,0.55","62:6,0.88","64:1,0.31","66:5,0.42","68:8,0.8","70:6,0.75","72:9,0.74","74:4,0.77"
"1:4,0.48","4:3,0.89","5:2,0.41","7:3,0.74","9:2,0.53","11:7,0.47","13:5,0.38","15:5,0.3","17:8,0.73","19:3,0.32","21:6,0.66","24:5,0.59","25:9,0.51","27:6,0.62","29:3,0.61","32:9,0.4","34:9,0.62","36:2,0.51","38:4,0.7","40:6,0.52","42:4,0.87","44:9,0.58","46:9,0.79","48:1,0.37","51:6,0.57","52:4,0.88","54:6,0.53","56:2,0.53","58:9,0.73","60:1,0.85","62:6,0.61","64:9,0.57","66:1,0.48","68:4,0.49","70:2,0.87","72:3,0.88","74:9,0.62"
"1:2,0.43","4:4,0.82","5:7,0.8","7:4,0.62","9:7,0.69","11:2,0.75","13:3,0.31","15:6,0.32","17:2,0.33","19:5,0.63","21:4,0.85","24:7,0.53","25:7,0.56","27:1,0.53","29:2,0.62","32:2,0.75","34:1,0.72","36:2,0.51","38:9,0.36","40:5,0.66","42:5,0.76","44:8,0.53","46:1,0.58","48:9,0.43","51:7,0.78","52:9,0.48","54:3,0.48","56:6,0.87","58:1,0.63","60:9,0.38","62:1,0.3","65:7,0.62","66:2,0.48","68:6,0.43","70:9,0.39","72:3,0.43","74:5,0.42"
"1:3,0.7","4:1,0.81","5:9,0.58","7:9,0.34","9:2,0.45","11:4,0.74","13:8,0.87","16:6,0.38","17:4,0.36","19:2,0.84","21:6,0.59","24:6,0.67","25:5,0.72","27:3,0.64","29:6,0.78","32:7,0.4","34:6,0.45","36:4,0.73","38:7,0.47","40:6,0.38","42:6,0.83","44:8,0.57","46:5,0.59","48:2,0.41","51:2,0.81","52:3,0.83","54:4,0.46","56:2,0.74","58:1,0.81","60:1,0.79","62:7,0.76","64:4,0.84","66:9,0.46","68:9,0.58","70:3,0.52","72:4,0.83","74:5,0.38"
"1:9,0.61","4:7,0.52","5:1,0.7","7:3,0.75","9:3,0.57","11:3,0.64","13:3,0.74","15:8,0.86","17:1,0.43","19:8,0.44","21:5,0.52","24:1,0.7","25:9,0.84","27:6,0.53","29:8,0.83","33:1,0.89","34:6,0.36","36:9,0.68","38:5,0.8","40:5,0.65","42:3,0.53","44:7,0.52","46:2,0.61","48:7,0.88","50:4,0.61","52:6,0.79","54:6,0.59","56:8,0.83","58:1,0.6","60:3,0.56","62:4,0.35","64:5,0.43","66:3,0.39","68:2,0.7","70:7,0.79","73:2,0.59","74:8,0.59"
"1:3,0.69","4:7,0.31","5:1,0.38","7:3,0.38","9:9,0.32","11:3,0.33","13:5,0.85","15:9,0.87","17:1,0.83","19:5,0.87","21:4,0.57","24:8,0.82","25:3,0.43","27:7,0.66","29:3,0.67","32:9,0.46","34:6,0.85","36:2,0.44","38:7,0.38","40:1,0.42","42:9,0.71","44:3,0.66","46:3,0.59","48:1,0.83","51:9,0.6","52:2,0.36","54:3,0.84","56:9,0.8","58:7,0.61","60:6,0.82","62:9,0.56","64:8,0.77","66:7,0.51","68:2,0.56","70:5,0.59","73:4,0.85","74:2,0.47"
"1:9,0.55","4:4,0.3","5:1,0.65","7:2,0.61","9:7,0.69","11:6,0.55","13:2,0.39","15:5,0.46","17:9,0.55","19:6,0.67","21:7,0.75","24:7,0.63","25:9,0.59","27:6,0.64","29:8,0.45","33:5,0.65","34:7,0.74","36:2,0.75","38:8,0.77","40:3,0.36","42:9,0.54","44:6,0.78","46:1,0.4","48:1,0.78","51:3,0.58","52:7,0.35","54:5,0.43","56:2,0.67","58:7,0.86","60:7,0.67","62:9,0.47","64:1,0.87","66:3,0.68","68:8,0.31","70:9,0.47","73:1,0.77","74:9,0.61"
"1:4,0.67","3:1,0.52","5:1,0.89","7:2,0.9","9:7,0.51","11:7,0.54","13:4,0.61","15:2,0.85","17:9,0.47","19:9,0.85","21:6,0.51","23:5,0.44","25:4,0.57","27:7,0.64","29:5,0.41","31:9,0.36","34:2,0.6","36:6,0.87","39:9,0.87","40:9,0.79","42:5,0.72","44:7,0.64","46:4,0.75","48:8,0.71","50:1,0.59","52:5,0.34","54:4,0.71","56:4,0.78","58:7,0.87","60:9,0.62","62:5,0.45","64:2,0.54","66:6,0.35","68:3,0.59","70:6,0.43","72:5,0.41","74:4,0.6"
"1:4,0.44","3:4,0.82","5:4,0.44","7:4,0.8","9:6,0.39","11:2,0.37","13:2,0.71","15:8,0.67","17:9,0.87","19:8,0.52","21:6,0.6","23:5,0.59","25:9,0.47","27:4,0.75","29:3,0.33","31:7,0.59","34:9,0.32","36:6,0.54","39:3,0.57","40:2,0.72","42:8,0.49","44:1,0.31","46:4,0.53","48:2,0.5","50:5,0.41","52:5,0.44","54:8,0.88","56:6,0.52","58:8,0.55","60:7,0.72","62:6,0.52","64:7,0.47","66:3,0.64","68:4,0.79","71:5,0.78","72:9,0.56","74:7,0.42"
"1:3,0.58","3:1,0.41","5:8,0.38","7:9,0.62","9:6,0.77","12:5,0.45","13:1,0.54","15:3,0.34","17:5,0.59","19:2,0.57","21:6,0.46","23:6,0.64","25:5,0.51","27:7,0.37","29:4,0.65","31:9,0.4","34:5,0.51","36:9,0.59","39:8,0.83","40:7,0.67","42:8,0.68","44:3,0.82","46:6,0.55","48:7,0.81","50:2,0.35","52:6,0.44","54:6,0.69","56:5,0.66","58:7,0.46","60:8,0.77","62:6,0.75","64:9,0.88","66:7,0.4","68:1,0.38","70:4,0.7","72:2,0.43","74:7,0.36"
"1:2,0.86","3:8,0.63","5:1,0.76","7:9,0.76","9:2,0.36","12:3,0.35","13:7,0.49","16:4,0.74","17:8,0.68","19:3,0.62","21:3,0.32","23:6,0.82","25:6,0.82","27:8,0.88","29:9,0.86","31:9,0.57","34:9,0.41","36:8,0.68","39:7,0.61","40:9,0.49","42:6,0.59","44:4,0.78","46:8,0.48","48:7,0.46","50:5,0.31","52:9,0.79","54:3,0.51","56:8,0.62","58:8,0.87","60:8,0.48","62:7,0.78","64:4,0.78","66:9,0.52","68:7,0.83","70:7,0.54","72:3,0.73","74:7,0.8"
"1:4,0.46","3:7,0.68","5:9,0.76","7:5,0.47","9:9,0.79","12:7,0.41","13:2,0.41","16:5,0.37","17:8,0.67","19:5,0.72","21:8,0.41","23:1,0.39","25:9,0.31","27:2,0.47","29:3,0.73","31:1,0.44","34:3,0.31","36:4,0.51","39:5,0.77","40:8,0.9","42:8,0.72","44:1,0.5","46:3,0.33","48:7,0.34","50:8,0.41","52:5,0.79","54:1,0.37","56:4,0.53","58:8,0.45","60:1,0.42","62:2,0.61","64:4,0.58","66:5,0.86","68:3,0.68","71:1,0.75","72:9,0.61","74:5,0.59"
"1:5,0.42","3:1,0.82","5:4,0.88","7:4,0.68","9:6,0.31","11:5,0.65","13:7,0.77","15:1,0.88","17:8,0.71","19:3,0.52","21:2,0.45","23:8,0.35","25:6,0.86","27:1,0.34","29:3,0.72","31:2,0.38","34:4,0.49","36:9,0.77","39:6,0.78","40:8,0.74","42:1,0.71","44:6,0.73","46:5,0.84","48:8,0.72","51:9,0.48","52:8,0.41","54:3,0.63","56:6,0.74","58:5,0.82","60:9,0.4","62:9,0.39","64:5,0.79","66:9,0.52","68:1,0.77","70:9,0.53","72:3,0.83","74:6,0.77"
"1:4,0.49","3:2,0.69","5:9,0.79","7:4,0.61","9:8,0.76","11:3,0.67","13:6,0.55","15:6,0.37","17:9,0.7","19:1,0.8","21:3,0.41","23:1,0.42","25:8,0.41","27:1,0.64","29:7,0.69","31:9,0.67","34:5,0.33","36:4,0.66","39:2,0.31","40:4,0.69","42:2,0.58","44:1,0.52","46:7,0.79","48:1,0.79","51:5,0.62","52:2,0.8","54:2,0.87","56:9,0.36","58:4,0.62","60:4,0.42","62:4,0.64","64:3,0.64","66:9,0.55","68:2,0.76","71:6,0.7","72:7,0.83","74:3,0.78"
"1:9,0.54","3:6,0.69","5:9,0.9","7:8,0.86","9:6,0.63","12:6,0.81","13:7,0.76","15:7,0.8","17:6,0.67","19:9,0.43","21:9,0.86","23:5,0.52","25:8,0.57","27:7,0.3","29:1,0.89","31:1,0.61","34:5,0.3","36:4,0.43","39:6,0.31","40:5,0.85","42:9,0.63","44:3,0.36","46:8,0.51","48:3,0.46","51:4,0.44","52:5,0.36","54:7,0.64","56:4,0.74","58:6,0.78","60:3,0.59","62:2,0.66","64:5,0.32","66:7,0.35","68:1,0.85","70:6,0.51","72:7,0.55","74:2,0.82"
"1:4,0.75","3:1,0.68","5:7,0.33","7:9,0.32","9:9,0.64","11:6,0.6","13:4,0.39","15:7,0.88","17:9,0.35","19:7,0.47","21:7,0.39","23:6,0.35","25:1,0.63","27:5,0.35","29:9,0.56","31:3,0.76","34:8,0.64","36:8,0.54","39:4,0.64","40:9,0.45","42:2,0.46","44:7,0.49","46:2,0.37","48:7,0.55","51:6,0.41","52:6,0.66","54:1,0.76","56:3,0.89","58:8,0.67","60:8,0.33","63:4,0.42","64:6,0.39","66:2,0.37","68:1,0.45","71:3,0.82","72:5,0.31","74:2,0.48"
"1:8,0.31","3:4,0.74","5:4,0.42","7:9,0.75","9:9,0.59","12:3,0.72","13:1,0.53","16:9,0.33","17:3,0.34","19:4,0.77","21:5,0.33","23:1,0.34","25:5,0.7","27:6,0.82","29:1,0.48","31:7,0.44","34:7,0.61","36:2,0.84","39:8,0.82","40:9,0.35","42:4,0.6","44:8,0.64","46:1,0.32","48:9,0.48","51:8,0.54","52:3,0.31","54:6,0.51","56:5,0.44","58:9,0.47","60:1,0.68","62:7,0.83","64:1,0.87","66:5,0.44","68:6,0.84","70:3,0.35","72:7,0.61","74:4,0.55"
"1:3,0.56","3:5,0.85","5:6,0.57","7:3,0.42","9:3,0.65","12:4,0.82","13:5,0.71","16:9,0.85","17:7,0.9","19:3,0.69","21:3,0.49","23:9,0.62","25:2,0.41","27:3,0.74","29:6,0.83","31:7,0.88","34:5,0.57","36:5,0.39","39:4,0.36","40:3,0.32","42:5,0.66","44:4,0.66","46:4,0.71","48:6,0.35","51:8,0.38","52:8,0.73","54:6,0.41","56:7,0.59","58:3,0.4","60:4,0.32","62:1,0.86","64:7,0.43","66:4,0.75","68:2,0.41","71:8,0.82","72:8,0.71","74:8,0.83"
"1:7,0.54","3:1,0.66","5:7,0.73","7:7,0.67","9:9,0.62","11:1,0.61","13:8,0.57","15:1,0.83","17:4,0.61","19:7,0.89","21:1,0.63","23:9,0.76","25:1,0.41","27:8,0.54","29:5,0.76","31:5,0.58","34:7,0.48","36:1,0.71","39:3,0.58","40:8,0.35","42:9,0.37","44:9,0.38","46:7,0.49","48:1,0.41","51:4,0.83","52:2,0.45","54:3,0.73","56:2,0.35","58:8,0.68","60:2,0.61","62:7,0.74","64:9,0.67","66:3,0.53","69:7,0.33","71:3,0.85","72:3,0.4","74:3,0.41"
"1:1,0.55","3:5,0.74","5:8,0.47","7:3,0.37","9:3,0.88","11:1,0.67","13:5,0.31","15:8,0.81","17:9,0.78","19:8,0.44","21:8,0.57","24:8,0.35","25:1,0.45","27:9,0.47","29:9,0.79","31:4,0.33","34:3,0.33","36:6,0.32","39:1,0.7","40:5,0.5","42:2,0.33","44:7,0.9","46:3,0.7","48:9,0.41","50:8,0.75","52:6,0.86","54:2,0.76","56:6,0.52","58:7,0.79","60:7,0.81","62:2,0.48","64:3,0.37","66:5,0.5","68:7,0.61","71:4,0.67","72:2,0.64","74:9,0.89"
"1:8,0.73","3:5,0.56","5:6,0.46","7:6,0.86","9:8,0.61","11:8,0.6","13:3,0.83","15:4,0.73","17:4,0.3","19:1,0.58","21:2,0.74","24:4,0.78","25:7,0.55","27:6,0.51","29:4,0.31","31:4,0.71","34:5,0.77","36:5,0.48","39:9,0.49","40:1,0.37","42:6,0.5","44:1,0.8","46:4,0.5","48:6,0.85","50:8,0.85","52:1,0.69","54:8,0.39","56:8,0.84","58:9,0.84","60:8,0.77","62:7,0.86","65:1,0.8","66:5,0.64","68:6,0.63","71:1,0.42","72:6,0.78","74:6,0.34"
"1:3,0.47","3:1,0.5","5:7,0.68","7:3,0.64","9:7,0.41","12:2,0.82","13:5,0.72","15:6,0.73","17:5,0.55","19:8,0.83","21:6,0.57","24:5,0.43","25:5,0.41","27:6,0.77","29:4,0.85","31:8,0.6","34:8,0.84","36:3,0.41","39:8,0.74","40:9,0.49","42:6,0.39","44:2,0.79","46:9,0.71","48:3,0.42","50:1,0.58","52:9,0.37","54:5,0.86","56:2,0.5","58:1,0.36","60:5,0.31","62:5,0.68","65:4,0.49","66:4,0.47","68:9,0.49","71:8,0.7","72:5,0.39","74:5,0.37"
"1:9,0.61","3:4,0.63","5:9,0.49","7:3,0.87","10:5,0.64","12:3,0.34","13:6,0.62","15:1,0.38","17:8,0.84","19:1,0.36","21:1,0.35","24:7,0.41","25:8,0.67","27:5,0.5","29:4,0.73","31:9,0.35","34:8,0.64","36:2,0.79","39:8,0.36","40:5,0.71","42:8,0.58","44:4,0.39","46:5,0.85","48:7,0.41","50:6,0.77","52:6,0.57","54:1,0.34","56:2,0.51","58:8,0.81","60:5,0.76","62:3,0.6","65:7,0.79","66:2,0.5","68:2,0.78","71:9,0.58","72:7,0.44","74:4,0.63"
"1:8,0.53","3:6,0.42","5:7,0.77","7:7,0.64","9:6,0.63","12:4,0.4","13:2,0.74","16:8,0.37","17:8,0.5","19:2,0.79","21:3,0.48","24:7,0.34","25:2,0.71","27:7,0.5","29:1,0.35","31:3,0.83","34:1,0.75","36:3,0.57","39:5,0.53","40:8,0.42","42:6,0.48","44:5,0.85","46:7,0.73","48:6,0.89","50:1,0.67","52:9,0.54","54:3,0.81","56:1,0.52","58:9,0.88","60:1,0.72","62:6,0.37","64:5,0.82","66:4,0.56","68:7,0.68","71:7,0.54","72:7,0.63","74:3,0.58"
"1:4,0.63","3:6,0.8","5:3,0.47","7:3,0.38","9:2,0.69","11:3,0.73","13:8,0.69","15:3,0.35","17:7,0.82","19:7,0.67","21:8,0.61","24:9,0.79","25:7,0.51","27:3,0.55","29:1,0.65","31:4,0.73","34:5,0.55","36:9,0.65","39:1,0.89","40:8,0.72","42:2,0.65","44:2,0.39","46:9,0.89","48:5,0.58","51:2,0.61","52:2,0.45","54:2,0.71","56:9,0.78","58:5,0.67","60:6,0.62","62:1,0.58","64:9,0.84","66:6,0.55","68:5,0.47","71:1,0.72","72:5,0.74","74:5,0.34"
"1:8,0.65","3:1,0.69","5:5,0.79","7:1,0.47","9:2,0.38","12:2,0.81","13:5,0.45","15:5,0.47","17:5,0.31","19:2,0.66","21:3,0.7","24:6,0.78","25:5,0.77","27:4,0.59","29:9,0.82","31:6,0.89","34:3,0.66","36:3,0.8","39:7,0.76","40:4,0.7","42:3,0.43","44:6,0.33","46:5,0.75","48:2,0.33","51:8,0.54","52:5,0.59","54:9,0.44","56:7,0.58","58:3,0.62","60:7,0.31","62:8,0.53","64:6,0.88","66:1,0.36","68:9,0.68","71:7,0.67","72:5,0.5","74:5,0.78"
"1:5,0.69","3:7,0.58","5:4,0.74","7:4,0.61","9:3,0.49","11:1,0.7","13:2,0.31","15:2,0.62","17:8,0.51","19:5,0.45","21:1,0.31","24:2,0.33","25:4,0.87","27:2,0.72","29:2,0.35","31:3,0.53","34:3,0.84","36:3,0.45","39:8,0.7","40:2,0.68","42:5,0.76","44:6,0.45","46:2,0.47","48:1,0.53","51:6,0.9","52:5,0.87","54:5,0.41","56:2,0.6","58:4,0.67","60:3,0.69","62:2,0.39","65:7,0.43","66:2,0.85","68:5,0.36","71:2,0.34","72:5,0.77","74:1,0.84"
"1:3,0.69","3:1,0.86","5:7,0.46","7:6,0.84","9:1,0.61","12:8,0.59","13:7,0.81","16:2,0.62","17:1,0.53","19:8,0.37","21:9,0.86","24:6,0.5","25:5,0.54","27:2,0.52","29:6,0.35","31:8,0.76","34:5,0.69","36:3,0.63","39:7,0.7","40:5,0.72","42:2,0.68","44:6,0.59","46:8,0.74","48:3,0.32","51:1,0.73","52:4,0.59","54:2,0.78","56:5,0.6","58:8,0.88","60:1,0.32","62:1,0.5","64:1,0.54","66:4,0.78","68:9,0.58","71:9,0.39","72:4,0.85","74:1,0.74"
"1:8,0.69","3:8,0.84","5:1,0.45","7:3,0.31","9:1,0.84","11:2,0.57","13:3,0.8","15:2,0.79","17:2,0.37","19:4,0.34","21:4,0.56","24:7,0.49","25:9,0.38","27:4,0.76","29:3,0.5","31:2,0.46","34:7,0.4","36:6,0.63","39:8,0.45","40:1,0.38","42:7,0.77","44:1,0.83","46:2,0.3","48:3,0.86","50:5,0.55","52:8,0.72","54:4,0.39","56:5,0.61","58:7,0.44","60:3,0.67","62:1,0.66","65:8,0.67","66:2,0.68","68:5,0.51","71:1,0.63","73:4,0.37","74:9,0.89"
"1:6,0.82","3:9,0.6","5:8,0.76","7:4,0.47","9:4,0.37","11:3,0.71","13:8,0.6","15:3,0.7","17:1,0.33","19:6,0.47","21:7,0.45","24:8,0.33","25:1,0.85","27:3,0.39","29:1,0.59","31:2,0.34","34:4,0.73","36:6,0.55","39:6,0.44","40:2,0.5","42:2,0.44","44:7,0.82","46:7,0.83","48:2,0.58","50:8,0.33","52:7,0.39","54:8,0.41","56:6,0.38","58:4,0.68","60:5,0.42","62:3,0.32","65:1,0.47","66:2,0.81","69:8,0.55","71:6,0.43","73:5,0.66","74:3,0.65"
"1:9,0.81","3:2,0.55","5:9,0.59","7:4,0.65","9:8,0.47","11:7,0.74","13:4,0.45","15:7,0.65","17:3,0.85","19:1,0.55","21:1,0.32","24:8,0.74","25:9,0.32","27:9,0.54","29:2,0.57","31:4,0.35","34:1,0.72","36:7,0.87","39:3,0.52","40:4,0.69","42:2,0.31","44:5,0.4","46:8,0.81","48:1,0.89","51:8,0.76","52:7,0.41","54:6,0.68","56:1,0.82","58:2,0.53","60:6,0.62","62:5,0.56","65:5,0.72","66:9,0.65","68:4,0.77","71:2,0.67","73:6,0.74","74:1,0.61"
"1:6,0.83","3:2,0.53","5:8,0.67","7:6,0.52","9:9,0.72","11:9,0.73","13:4,0.38","15:6,0.44","17:2,0.69","19:4,0.75","21:4,0.49","24:5,0.6","25:7,0.47","27:2,0.52","29:8,0.59","31:9,0.8","34:8,0.73","36:9,0.84","39:8,0.67","40:2,0.41","42:8,0.35","44:7,0.84","46:5,0.87","48:2,0.37","51:5,0.37","52:3,0.6","54:4,0.61","56:1,0.48","58:9,0.86","60:8,0.51","62:8,0.74","65:1,0.47","66:2,0.31","69:4,0.8","71:9,0.69","73:7,0.65","74:6,0.59"
"1:9,0.81","3:8,0.57","5:3,0.84","7:5,0.4","9:5,0.44","11:6,0.88","13:1,0.39","15:5,0.57","17:3,0.67","19:3,0.73","21:5,0.41","24:3,0.8","25:3,0.4","27:2,0.32","29:6,0.64","32:8,0.46","34:3,0.42","36:1,0.7","39:6,0.39","40:8,0.62","42:3,0.62","44:2,0.85","46:7,0.86","48:3,0.87","50:6,0.39","52:9,0.89","54:6,0.69","56:5,0.58","58:5,0.88","60:3,0.78","62:8,0.5","64:2,0.74","66:1,0.38","68:9,0.37","70:1,0.54","72:4,0.57","74:2,0.5"
"1:4,0.65","3:4,0.77","5:5,0.42","7:2,0.62","9:8,0.71","11:2,0.89","13:7,0.42","15:6,0.66","17:9,0.87","19:6,0.54","21:7,0.52","24:6,0.31","25:6,0.51","27:8,0.82","29:2,0.43","32:8,0.74","34:7,0.78","36:5,0.4","39:7,0.74","40:7,0.38","42:2,0.39","44:5,0.58","46:9,0.89","48:2,0.86","50:7,0.35","52:7,0.68","54:5,0.55","56:9,0.58","58:3,0.42","60:7,0.47","62:8,0.33","65:5,0.8","66:5,0.6","68:8,0.43","71:1,0.39","72:5,0.87","74:8,0.37"
"1:5,0.55","3:8,0.84","5:4,0.32","7:5,0.6","9:2,0.66","11:6,0.65","13:7,0.82","15:8,0.88","17:2,0.52","19:1,0.81","21:3,0.65","24:3,0.49","25:3,0.51","27:1,0.46","29:7,0.68","32:6,0.33","34:5,0.62","36:2,0.61","39:3,0.76","40:3,0.63","43:6,0.8","44:5,0.46","46:6,0.36","48:6,0.79","50:1,0.38","52:5,0.52","54:8,0.55","56:3,0.36","58:3,0.6","60:4,0.78","62:9,0.67","65:9,0.81","66:9,0.72","68:2,0.55","70:2,0.37","72:3,0.85","74:8,0.51"
"1:6,0.38","3:8,0.83","5:9,0.76","7:6,0.4","9:5,0.32","12:2,0.43","13:3,0.71","16:5,0.38","17:3,0.89","19:7,0.71","21:2,0.35","24:8,0.75","25:1,0.42","27:1,0.78","29:9,0.66","32:8,0.37","34:5,0.33","36:5,0.7","39:2,0.77","40:4,0.65","42:4,0.41","44:6,0.32","46:3,0.81","48:5,0.87","50:6,0.51","52:9,0.77","54:4,0.6","56:2,0.36","58:1,0.62","60:4,0.88","62:3,0.84","64:9,0.3","66:2,0.85","68:9,0.81","70:8,0.52","72:3,0.56","74:2,0.41"
"1:6,0.89","3:7,0.43","5:4,0.54","7:6,0.37","9:2,0.61","12:8,0.76","13:5,0.63","16:1,0.35","17:8,0.37","19:5,0.57","21:5,0.71","24:8,0.44","25:7,0.47","27:7,0.41","29:2,0.84","32:8,0.86","34:6,0.41","36:8,0.7","39:7,0.56","40:2,0.37","42:7,0.54","44:2,0.74","46:3,0.34","48:4,0.5","50:7,0.37","52:7,0.74","54:5,0.76","56:5,0.75","58:7,0.51","60:7,0.89","62:9,0.47","64:8,0.36","66:5,0.59","68:4,0.68","71:3,0.32","72:1,0.8","74:8,0.71"
"1:3,0.53","3:6,0.39","5:2,0.76","7:9,0.76","9:8,0.42","11:8,0.59","13:5,0.63","15:9,0.63","17:1,0.89","19:2,0.53","21:6,0.81","24:8,0.58","25:1,0.41","27:5,0.83","29:3,0.59","32:3,0.49","34:7,0.59","36:2,0.64","39:8,0.7","40:9,0.64","42:8,0.64","44:3,0.6","46:7,0.46","48:7,0.67","51:6,0.76","52:5,0.49","54:1,0.65","56:3,0.8","58:6,0.79","60:1,0.76","62:6,0.53","64:7,0.51","66:6,0.55","68:1,0.7","70:4,0.44","72:5,0.66","74:2,0.82"
"1:2,0.5","3:1,0.62","5:1,0.58","7:7,0.64","9:7,0.46","11:8,0.65","13:6,0.53","15:7,0.49","17:2,0.78","19:2,0.71","21:4,0.5","24:9,0.79","25:6,0.4","27:5,0.52","29:7,0.42","32:2,0.8","34:9,0.43","36:5,0.33","39:7,0.78","40:2,0.73","42:2,0.66","44:5,0.34","46:9,0.59","48:4,0.51","51:2,0.69","52:5,0.6","54:5,0.56","56:9,0.49","58:7,0.54","60:9,0.57","62:9,0.41","65:1,0.68","66:9,0.82","68:8,0.43","71:8,0.46","72:9,0.79","74:7,0.86"
"1:1,0.61","3:6,0.58","5:4,0.39","7:5,0.81","9:7,0.49","12:2,0.68","13:7,0.46","16:5,0.69","17:5,0.71","19:4,0.54","21:2,0.39","24:1,0.45","25:5,0.58","27:9,0.89","29:7,0.69","32:1,0.42","34:5,0.38","36:5,0.77","39:5,0.7","40:3,0.69","42:1,0.88","44:8,0.77","46:1,0.82","48:2,0.49","51:5,0.82","52:7,0.84","54:2,0.54","56:3,0.44","58:9,0.86","60:9,0.7","62:9,0.45","64:2,0.44","66:2,0.76","68:6,0.5","71:7,0.78","72:4,0.86","74:4,0.39"
"1:3,0.43","3:5,0.56","5:5,0.82","7:1,0.59","9:6,0.72","11:2,0.49","13:7,0.58","15:4,0.88","17:3,0.52","20:6,0.79","21:1,0.69","24:1,0.8","25:1,0.71","27:4,0.45","29:7,0.49","32:6,0.84","34:2,0.62","36:4,0.81","39:7,0.3","40:7,0.86","42:5,0.48","44:4,0.48","47:3,0.85","48:6,0.83","51:7,0.77","52:5,0.82","54:8,0.58","56:7,0.86","58:6,0.73","60:2,0.79","62:5,0.6","64:6,0.55","66:9,0.74","68:8,0.72","70:1,0.68","72:3,0.68","74:3,0.3"
